Year,Rank,Country,Region,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom,Generosity,Corruption Perception
2018,100,Bulgaria,Central and Eastern Europe,4.933,1.054,1.515,0.712,0.359,0.064,0.009
2018,101,Nepal,Southern Asia,4.880,0.425,1.228,0.539,0.526,0.302,0.078
2018,102,Venezuela,Latin America and Caribbean,4.806,0.996,1.469,0.657,0.133,0.056,0.052
2018,103,Gabon,Sub-Saharan Africa,4.758,1.036,1.164,0.404,0.356,0.032,0.052
2018,104,Palestinian Territories,Middle East and Northern Africa,4.743,0.642,1.217,0.602,0.266,0.086,0.076
2018,105,South Africa,Sub-Saharan Africa,4.724,0.940,1.410,0.330,0.516,0.103,0.056
2018,106,Iran,Middle East and Northern Africa,4.707,1.059,0.771,0.691,0.459,0.282,0.129
2018,107,Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.872,0.080,0.467,0.146,0.103
2018,108,Ghana,Sub-Saharan Africa,4.657,0.592,0.896,0.337,0.499,0.212,0.029
2018,109,Senegal,Sub-Saharan Africa,4.631,0.429,1.117,0.433,0.406,0.138,0.082
2018,110,Laos,Southeastern Asia,4.623,0.720,1.034,0.441,0.626,0.230,0.174
2018,111,Tunisia,Middle East and Northern Africa,4.592,0.900,0.906,0.690,0.271,0.040,0.063
2018,112,Albania,Central and Eastern Europe,4.586,0.916,0.817,0.790,0.419,0.149,0.032
2018,113,Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.813,0.000,0.355,0.238,0.053
2018,114,Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.811,0.343,0.514,0.091,0.077
2018,115,Bangladesh,Southern Asia,4.500,0.532,0.850,0.579,0.580,0.153,0.144
2018,116,Sri Lanka,Southern Asia,4.471,0.918,1.314,0.672,0.585,0.307,0.050
2018,117,Iraq,Middle East and Northern Africa,4.456,1.010,0.971,0.536,0.304,0.148,0.095
2018,118,Mali,Sub-Saharan Africa,4.447,0.370,1.233,0.152,0.367,0.139,0.056
2018,119,Namibia,Sub-Saharan Africa,4.441,0.874,1.281,0.365,0.519,0.051,0.064
2018,120,Cambodia,Southeastern Asia,4.433,0.549,1.088,0.457,0.696,0.256,0.065
2018,121,Burkina Faso,Sub-Saharan Africa,4.424,0.314,1.097,0.254,0.312,0.175,0.128
2018,122,Egypt,Middle East and Northern Africa,4.419,0.885,1.025,0.553,0.312,0.092,0.107
2018,123,Mozambique,Sub-Saharan Africa,4.417,0.198,0.902,0.173,0.531,0.206,0.158
2018,124,Kenya,Sub-Saharan Africa,4.410,0.493,1.048,0.454,0.504,0.352,0.055
2018,125,Zambia,Sub-Saharan Africa,4.377,0.562,1.047,0.295,0.503,0.221,0.082
2018,126,Mauritania,Sub-Saharan Africa,4.356,0.557,1.245,0.292,0.129,0.134,0.093
2018,127,Ethiopia,Sub-Saharan Africa,4.350,0.308,0.950,0.391,0.452,0.220,0.146
2018,128,Georgia,Central and Eastern Europe,4.340,0.853,0.592,0.643,0.375,0.038,0.215
2018,129,Armenia,Central and Eastern Europe,4.321,0.816,0.990,0.666,0.260,0.077,0.028
2018,130,Myanmar,Southeastern Asia,4.308,0.682,1.174,0.429,0.580,0.598,0.178
2018,131,Chad,Sub-Saharan Africa,4.301,0.358,0.907,0.053,0.189,0.181,0.060
2018,132,Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,1.136,0.204,0.312,0.197,0.052
2018,133,India,Southern Asia,4.190,0.721,0.747,0.485,0.539,0.172,0.093
2018,134,Niger,Sub-Saharan Africa,4.166,0.131,0.867,0.221,0.390,0.175,0.099
2018,135,Uganda,Sub-Saharan Africa,4.161,0.322,1.090,0.237,0.450,0.259,0.061
2018,136,Benin,Sub-Saharan Africa,4.141,0.378,0.372,0.240,0.440,0.163,0.067
2018,137,Sudan,Sub-Saharan Africa,4.139,0.605,1.240,0.312,0.016,0.134,0.082
2018,138,Ukraine,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.187,0.011
2018,139,Togo,Sub-Saharan Africa,3.999,0.259,0.474,0.253,0.434,0.158,0.101
2018,140,Guinea,Sub-Saharan Africa,3.964,0.344,0.792,0.211,0.394,0.185,0.094
2018,141,Lesotho,Sub-Saharan Africa,3.808,0.472,1.215,0.079,0.423,0.116,0.112
2018,142,Angola,Sub-Saharan Africa,3.795,0.730,1.125,0.269,0.000,0.079,0.061
2018,143,Madagascar,Sub-Saharan Africa,3.774,0.262,0.908,0.402,0.221,0.155,0.049
2018,144,Zimbabwe,Sub-Saharan Africa,3.692,0.357,1.094,0.248,0.406,0.132,0.099
2018,145,Afghanistan,Southern Asia,3.632,0.332,0.537,0.255,0.085,0.191,0.036
2018,146,Botswana,Sub-Saharan Africa,3.590,1.017,1.174,0.417,0.557,0.042,0.092
2018,147,Malawi,Sub-Saharan Africa,3.587,0.186,0.541,0.306,0.531,0.210,0.080
2018,148,Haiti,Latin America and Caribbean,3.582,0.315,0.714,0.289,0.025,0.392,0.104
2018,149,Liberia,Sub-Saharan Africa,3.495,0.076,0.858,0.267,0.419,0.206,0.030
2018,150,Syria,Middle East and Northern Africa,3.462,0.689,0.382,0.539,0.088,0.376,0.144
2018,151,Rwanda,Sub-Saharan Africa,3.408,0.332,0.896,0.400,0.636,0.200,0.444
2018,152,Yemen,Middle East and Northern Africa,3.355,0.442,1.073,0.343,0.244,0.083,0.064
2018,153,Tanzania,Sub-Saharan Africa,3.303,0.455,0.991,0.381,0.481,0.270,0.097
2018,154,South Sudan,Sub-Saharan Africa,3.254,0.337,0.608,0.177,0.112,0.224,0.106
2018,155,Central African Republic,Sub-Saharan Africa,3.083,0.024,0.000,0.010,0.305,0.218,0.038
2018,156,Burundi,Sub-Saharan Africa,2.905,0.091,0.627,0.145,0.065,0.149,0.076
2019,1,Finland,Western Europe,7.769,1.340,1.587,0.986,0.596,0.153,0.393
2019,2,Denmark,Western Europe,7.600,1.383,1.573,0.996,0.592,0.252,0.410
2019,3,Norway,Western Europe,7.554,1.488,1.582,1.028,0.603,0.271,0.341
2019,4,Iceland,Western Europe,7.494,1.380,1.624,1.026,0.591,0.354,0.118
2019,5,Netherlands,Western Europe,7.488,1.396,1.522,0.999,0.557,0.322,0.298
2019,6,Switzerland,Western Europe,7.480,1.452,1.526,1.052,0.572,0.263,0.343
2019,7,Sweden,Western Europe,7.343,1.387,1.487,1.009,0.574,0.267,0.373
2019,8,New Zealand,Australia and New Zealand,7.307,1.303,1.557,1.026,0.585,0.330,0.380
2019,9,Canada,North America,7.278,1.365,1.505,1.039,0.584,0.285,0.308
2019,10,Austria,Western Europe,7.246,1.376,1.475,1.016,0.532,0.244,0.226
2019,11,Australia,Australia and New Zealand,7.228,1.372,1.548,1.036,0.557,0.332,0.290
2019,12,Costa Rica,Latin America and Caribbean,7.167,1.034,1.441,0.963,0.558,0.144,0.093
2019,13,Israel,Middle East and Northern Africa,7.139,1.276,1.455,1.029,0.371,0.261,0.082
2019,14,Luxembourg,Western Europe,7.090,1.609,1.479,1.012,0.526,0.194,0.316
2019,15,United Kingdom,Western Europe,7.054,1.333,1.538,0.996,0.450,0.348,0.278
2019,16,Ireland,Western Europe,7.021,1.499,1.553,0.999,0.516,0.298,0.310
2019,17,Germany,Western Europe,6.985,1.373,1.454,0.987,0.495,0.261,0.265
2019,18,Belgium,Western Europe,6.923,1.356,1.504,0.986,0.473,0.160,0.210
2019,19,United States,North America,6.892,1.433,1.457,0.874,0.454,0.280,0.128
2019,20,Czech Republic,Central and Eastern Europe,6.852,1.269,1.487,0.920,0.457,0.046,0.036
2019,21,United Arab Emirates,Middle East and Northern Africa,6.825,1.503,1.310,0.825,0.598,0.262,0.182
2019,22,Malta,Western Europe,6.726,1.300,1.520,0.999,0.564,0.375,0.151
2019,23,Mexico,Latin America and Caribbean,6.595,1.070,1.323,0.861,0.433,0.074,0.073
2019,24,France,Western Europe,6.592,1.324,1.472,1.045,0.436,0.111,0.183
2019,25,Taiwan,Eastern Asia,6.446,1.368,1.430,0.914,0.351,0.242,0.097
2019,26,Chile,Latin America and Caribbean,6.444,1.159,1.369,0.920,0.357,0.187,0.056
2019,27,Guatemala,Latin America and Caribbean,6.436,0.800,1.269,0.746,0.535,0.175,0.078
2019,28,Saudi Arabia,Middle East and Northern Africa,6.375,1.403,1.357,0.795,0.439,0.080,0.132
2019,29,Qatar,Middle East and Northern Africa,6.374,1.684,1.313,0.871,0.555,0.220,0.167
2019,30,Spain,Western Europe,6.354,1.286,1.484,1.062,0.362,0.153,0.079
2019,31,Panama,Latin America and Caribbean,6.321,1.149,1.442,0.910,0.516,0.109,0.054
2019,32,Brazil,Latin America and Caribbean,6.300,1.004,1.439,0.802,0.390,0.099,0.086
2019,33,Uruguay,Latin America and Caribbean,6.293,1.124,1.465,0.891,0.523,0.127,0.150
2019,34,Singapore,Southeastern Asia,6.262,1.572,1.463,1.141,0.556,0.271,0.453
2019,35,El Salvador,Latin America and Caribbean,6.253,0.794,1.242,0.789,0.430,0.093,0.074
2019,36,Italy,Western Europe,6.223,1.294,1.488,1.039,0.231,0.158,0.030
2019,37,Bahrain,Middle East and Northern Africa,6.199,1.362,1.368,0.871,0.536,0.255,0.110
2019,38,Slovakia,Central and Eastern Europe,6.198,1.246,1.504,0.881,0.334,0.121,0.014
2019,39,Trinidad & Tobago,Unknown,6.192,1.231,1.477,0.713,0.489,0.185,0.016
2019,40,Poland,Central and Eastern Europe,6.182,1.206,1.438,0.884,0.483,0.117,0.050
2019,41,Uzbekistan,Central and Eastern Europe,6.174,0.745,1.529,0.756,0.631,0.322,0.240
2019,42,Lithuania,Central and Eastern Europe,6.149,1.238,1.515,0.818,0.291,0.043,0.042
2019,43,Colombia,Latin America and Caribbean,6.125,0.985,1.410,0.841,0.470,0.099,0.034
2019,44,Slovenia,Central and Eastern Europe,6.118,1.258,1.523,0.953,0.564,0.144,0.057
2019,45,Nicaragua,Latin America and Caribbean,6.105,0.694,1.325,0.835,0.435,0.200,0.127
2019,46,Kosovo,Central and Eastern Europe,6.100,0.882,1.232,0.758,0.489,0.262,0.006
2019,47,Argentina,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.066,0.050
2019,48,Romania,Central and Eastern Europe,6.070,1.162,1.232,0.825,0.462,0.083,0.005
2019,49,Cyprus,Western Europe,6.046,1.263,1.223,1.042,0.406,0.190,0.041
2019,50,Ecuador,Latin America and Caribbean,6.028,0.912,1.312,0.868,0.498,0.126,0.087
2019,51,Kuwait,Middle East and Northern Africa,6.021,1.500,1.319,0.808,0.493,0.142,0.097
2019,52,Thailand,Southeastern Asia,6.008,1.050,1.409,0.828,0.557,0.359,0.028
2019,53,Latvia,Central and Eastern Europe,5.940,1.187,1.465,0.812,0.264,0.075,0.064
2019,54,South Korea,Eastern Asia,5.895,1.301,1.219,1.036,0.159,0.175,0.056
2019,55,Estonia,Central and Eastern Europe,5.893,1.237,1.528,0.874,0.495,0.103,0.161
2019,56,Jamaica,Latin America and Caribbean,5.890,0.831,1.478,0.831,0.490,0.107,0.028
2019,57,Mauritius,Sub-Saharan Africa,5.888,1.120,1.402,0.798,0.498,0.215,0.060
2019,58,Japan,Eastern Asia,5.886,1.327,1.419,1.088,0.445,0.069,0.140
2019,59,Honduras,Latin America and Caribbean,5.860,0.642,1.236,0.828,0.507,0.246,0.078
2019,60,Kazakhstan,Central and Eastern Europe,5.809,1.173,1.508,0.729,0.410,0.146,0.096
2019,61,Bolivia,Latin America and Caribbean,5.779,0.776,1.209,0.706,0.511,0.137,0.064
2019,62,Hungary,Central and Eastern Europe,5.758,1.201,1.410,0.828,0.199,0.081,0.020
2019,63,Paraguay,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.184,0.080
2019,64,Northern Cyprus,Unknown,5.718,1.263,1.252,1.042,0.417,0.191,0.162
2019,65,Peru,Latin America and Caribbean,5.697,0.960,1.274,0.854,0.455,0.083,0.027
2019,66,Portugal,Western Europe,5.693,1.221,1.431,0.999,0.508,0.047,0.025
2019,67,Pakistan,Southern Asia,5.653,0.677,0.886,0.535,0.313,0.220,0.098
2019,68,Russia,Central and Eastern Europe,5.648,1.183,1.452,0.726,0.334,0.082,0.031
2019,69,Philippines,Southeastern Asia,5.631,0.807,1.293,0.657,0.558,0.117,0.107
2019,70,Serbia,Central and Eastern Europe,5.603,1.004,1.383,0.854,0.282,0.137,0.039
2019,71,Moldova,Central and Eastern Europe,5.529,0.685,1.328,0.739,0.245,0.181,0.000
2019,72,Libya,Middle East and Northern Africa,5.525,1.044,1.303,0.673,0.416,0.133,0.152
2019,73,Montenegro,Central and Eastern Europe,5.523,1.051,1.361,0.871,0.197,0.142,0.080
2019,74,Tajikistan,Central and Eastern Europe,5.467,0.493,1.098,0.718,0.389,0.230,0.144
2019,75,Croatia,Central and Eastern Europe,5.432,1.155,1.266,0.914,0.296,0.119,0.022
2019,76,Hong Kong,Eastern Asia,5.430,1.438,1.277,1.122,0.440,0.258,0.287
2019,77,Dominican Republic,Latin America and Caribbean,5.425,1.015,1.401,0.779,0.497,0.113,0.101
2019,78,Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,1.212,0.845,0.212,0.263,0.006
2019,79,Turkey,Middle East and Northern Africa,5.373,1.183,1.360,0.808,0.195,0.083,0.106
2019,80,Malaysia,Southeastern Asia,5.339,1.221,1.171,0.828,0.508,0.260,0.024
2019,81,Belarus,Central and Eastern Europe,5.323,1.067,1.465,0.789,0.235,0.094,0.142
2019,82,Greece,Western Europe,5.287,1.181,1.156,0.999,0.067,0.000,0.034
2019,83,Mongolia,Eastern Asia,5.285,0.948,1.531,0.667,0.317,0.235,0.038
2019,84,North Macedonia,Unknown,5.274,0.983,1.294,0.838,0.345,0.185,0.034
2019,85,Nigeria,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.215,0.041
2019,86,Kyrgyzstan,Central and Eastern Europe,5.261,0.551,1.438,0.723,0.508,0.300,0.023
2019,87,Turkmenistan,Central and Eastern Europe,5.247,1.052,1.538,0.657,0.394,0.244,0.028
2019,88,Algeria,Middle East and Northern Africa,5.211,1.002,1.160,0.785,0.086,0.073,0.114
2019,89,Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.036,0.076
2019,90,Azerbaijan,Central and Eastern Europe,5.208,1.043,1.147,0.769,0.351,0.035,0.182
2019,91,Lebanon,Middle East and Northern Africa,5.197,0.987,1.224,0.815,0.216,0.166,0.027
2019,92,Indonesia,Southeastern Asia,5.192,0.931,1.203,0.660,0.491,0.498,0.028
2019,93,China,Eastern Asia,5.191,1.029,1.125,0.893,0.521,0.058,0.100
2019,94,Vietnam,Southeastern Asia,5.175,0.741,1.346,0.851,0.543,0.147,0.073
2019,95,Bhutan,Southern Asia,5.082,0.813,1.321,0.604,0.457,0.370,0.167
2019,96,Cameroon,Sub-Saharan Africa,5.044,0.549,0.910,0.331,0.381,0.187,0.037
2019,97,Bulgaria,Central and Eastern Europe,5.011,1.092,1.513,0.815,0.311,0.081,0.004
2019,98,Ghana,Sub-Saharan Africa,4.996,0.611,0.868,0.486,0.381,0.245,0.040
2019,99,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.808,0.232,0.352,0.154,0.090
2019,100,Nepal,Southern Asia,4.913,0.446,1.226,0.677,0.439,0.285,0.089
2019,101,Jordan,Middle East and Northern Africa,4.906,0.837,1.225,0.815,0.383,0.110,0.130
2019,102,Benin,Sub-Saharan Africa,4.883,0.393,0.437,0.397,0.349,0.175,0.082
2019,103,Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.799,0.508,0.372,0.105,0.093
2019,104,Gabon,Sub-Saharan Africa,4.799,1.057,1.183,0.571,0.295,0.043,0.055
2019,105,Laos,Southeastern Asia,4.796,0.764,1.030,0.551,0.547,0.266,0.164
2019,106,South Africa,Sub-Saharan Africa,4.722,0.960,1.351,0.469,0.389,0.130,0.055
2019,107,Albania,Central and Eastern Europe,4.719,0.947,0.848,0.874,0.383,0.178,0.027
2019,108,Venezuela,Latin America and Caribbean,4.707,0.960,1.427,0.805,0.154,0.064,0.047
2019,109,Cambodia,Southeastern Asia,4.700,0.574,1.122,0.637,0.609,0.232,0.062
2019,110,Palestinian Territories,Middle East and Northern Africa,4.696,0.657,1.247,0.672,0.225,0.103,0.066
2019,111,Senegal,Sub-Saharan Africa,4.681,0.450,1.134,0.571,0.292,0.153,0.072
2019,112,Somalia,Sub-Saharan Africa,4.668,0.000,0.698,0.268,0.559,0.243,0.270
2019,113,Namibia,Sub-Saharan Africa,4.639,0.879,1.313,0.477,0.401,0.070,0.056
2019,114,Niger,Sub-Saharan Africa,4.628,0.138,0.774,0.366,0.318,0.188,0.102
2019,115,Burkina Faso,Sub-Saharan Africa,4.587,0.331,1.056,0.380,0.255,0.177,0.113
2019,116,Armenia,Central and Eastern Europe,4.559,0.850,1.055,0.815,0.283,0.095,0.064
2019,117,Iran,Middle East and Northern Africa,4.548,1.100,0.842,0.785,0.305,0.270,0.125
2019,118,Guinea,Sub-Saharan Africa,4.534,0.380,0.829,0.375,0.332,0.207,0.086
2019,119,Georgia,Central and Eastern Europe,4.519,0.886,0.666,0.752,0.346,0.043,0.164
2019,120,Gambia,Unknown,4.516,0.308,0.939,0.428,0.382,0.269,0.167
2019,121,Kenya,Sub-Saharan Africa,4.509,0.512,0.983,0.581,0.431,0.372,0.053
2019,122,Mauritania,Sub-Saharan Africa,4.490,0.570,1.167,0.489,0.066,0.106,0.088
2019,123,Mozambique,Sub-Saharan Africa,4.466,0.204,0.986,0.390,0.494,0.197,0.138
2019,124,Tunisia,Middle East and Northern Africa,4.461,0.921,1.000,0.815,0.167,0.059,0.055
2019,125,Bangladesh,Southern Asia,4.456,0.562,0.928,0.723,0.527,0.166,0.143
2019,126,Iraq,Middle East and Northern Africa,4.437,1.043,0.980,0.574,0.241,0.148,0.089
2019,127,Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,1.125,0.357,0.269,0.212,0.053
2019,128,Mali,Sub-Saharan Africa,4.390,0.385,1.105,0.308,0.327,0.153,0.052
2019,129,Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.841,0.242,0.309,0.252,0.045
2019,130,Sri Lanka,Southern Asia,4.366,0.949,1.265,0.831,0.470,0.244,0.047
2019,131,Myanmar,Southeastern Asia,4.360,0.710,1.181,0.555,0.525,0.566,0.172
2019,132,Chad,Sub-Saharan Africa,4.350,0.350,0.766,0.192,0.174,0.198,0.078
2019,133,Ukraine,Central and Eastern Europe,4.332,0.820,1.390,0.739,0.178,0.187,0.010
2019,134,Ethiopia,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.209,0.100
2019,135,Swaziland,Sub-Saharan Africa,4.212,0.811,1.149,0.000,0.313,0.074,0.135
2019,136,Uganda,Sub-Saharan Africa,4.189,0.332,1.069,0.443,0.356,0.252,0.060
2019,137,Egypt,Middle East and Northern Africa,4.166,0.913,1.039,0.644,0.241,0.076,0.067
2019,138,Zambia,Sub-Saharan Africa,4.107,0.578,1.058,0.426,0.431,0.247,0.087
2019,139,Togo,Sub-Saharan Africa,4.085,0.275,0.572,0.410,0.293,0.177,0.085
2019,140,India,Southern Asia,4.015,0.755,0.765,0.588,0.498,0.200,0.085
2019,141,Liberia,Sub-Saharan Africa,3.975,0.073,0.922,0.443,0.370,0.233,0.033
2019,142,Comoros,Sub-Saharan Africa,3.973,0.274,0.757,0.505,0.142,0.275,0.078
2019,143,Madagascar,Sub-Saharan Africa,3.933,0.274,0.916,0.555,0.148,0.169,0.041
2019,144,Lesotho,Sub-Saharan Africa,3.802,0.489,1.169,0.168,0.359,0.107,0.093
2019,145,Burundi,Sub-Saharan Africa,3.775,0.046,0.447,0.380,0.220,0.176,0.180
2019,146,Zimbabwe,Sub-Saharan Africa,3.663,0.366,1.114,0.433,0.361,0.151,0.089
2019,147,Haiti,Latin America and Caribbean,3.597,0.323,0.688,0.449,0.026,0.419,0.110
2019,148,Botswana,Sub-Saharan Africa,3.488,1.041,1.145,0.538,0.455,0.025,0.100
2019,149,Syria,Middle East and Northern Africa,3.462,0.619,0.378,0.440,0.013,0.331,0.141
2019,150,Malawi,Sub-Saharan Africa,3.410,0.191,0.560,0.495,0.443,0.218,0.089
2019,151,Yemen,Middle East and Northern Africa,3.380,0.287,1.163,0.463,0.143,0.108,0.077
2019,152,Rwanda,Sub-Saharan Africa,3.334,0.359,0.711,0.614,0.555,0.217,0.411
2019,153,Tanzania,Sub-Saharan Africa,3.231,0.476,0.885,0.499,0.417,0.276,0.147
2019,154,Afghanistan,Southern Asia,3.203,0.350,0.517,0.361,0.000,0.158,0.025
2019,155,Central African Republic,Sub-Saharan Africa,3.083,0.026,0.000,0.105,0.225,0.235,0.035
2019,156,South Sudan,Sub-Saharan Africa,2.853,0.306,0.575,0.295,0.010,0.202,0.091
